contestant,age,city,state_abbr,season,finish,tribalChallengeWins,individualChallengeWins,totalWins,daysLasted,votesAgainst,iconPictureURL,gender,occupation,fullPictureURL,season_number
Joel Anderson,32,Avondale,AZ,Micronesia,16,2,0,2,14,6,https://vignette.wikia.nocookie.net/survivor/images/4/46/S16_joel_t.png/revision/latest?cb=20180528122834,Male,Firefighter,https://vignette.wikia.nocookie.net/survivor/images/4/4c/S16_Joel_Anderson.jpg/revision/latest?cb=20130528171135,16
Jonathan Penner,45,Los Angeles,CA,Micronesia,15,7,0,7,15,0,https://vignette.wikia.nocookie.net/survivor/images/5/51/S16_jonathan_t.png/revision/latest?cb=20180528122835,Male,Writer,https://vignette.wikia.nocookie.net/survivor/images/7/76/S25_Jonathan_Penner.jpg/revision/latest?cb=20120822163534,16
Chet Welch,48,Ford City,PA,Micronesia,14,2,0,2,17,12,https://vignette.wikia.nocookie.net/survivor/images/c/c4/S16_chet_t.png/revision/latest?cb=20180528122831,Male,Pageant Coach,https://vignette.wikia.nocookie.net/survivor/images/d/d3/S16_Chet_Welch.jpg/revision/latest?cb=20120616071043,16
Kathy Sleckman,45,Glen Ellyn,IL,Micronesia,13,6,1,7,19,0,https://vignette.wikia.nocookie.net/survivor/images/a/a2/S16_kathy_t.png/revision/latest?cb=20180528122836,Female,Golf Course Vendor,https://vignette.wikia.nocookie.net/survivor/images/d/d6/S16_Kathy_Sleckman.jpg/revision/latest?cb=20120616071059,16
Tracy Hughes-Wolf,43,Fredericksburg,VA,Micronesia,12,3,0,3,20,7,https://vignette.wikia.nocookie.net/survivor/images/7/7f/S16_tracy_t.png/revision/latest?cb=20180528122839,Female,Residential Builder,https://vignette.wikia.nocookie.net/survivor/images/9/9c/S16_Tracy_Hughes-Wolf.jpg/revision/latest?cb=20120616071108,16
Ami Cusack,34,Golden,CO,Micronesia,11,5,0,5,21,4,https://vignette.wikia.nocookie.net/survivor/images/d/d2/S16_ami_t.png/revision/latest?cb=20180528122830,Female,"Coffee Barista;
Nanny",https://vignette.wikia.nocookie.net/survivor/images/5/52/S16_Ami_Cusack.jpg/revision/latest?cb=20120616071128,16
Eliza Orlins,25,Manhattan,NY,Micronesia,10,10,0,10,24,8,https://vignette.wikia.nocookie.net/survivor/images/6/64/S16_eliza_t.png/revision/latest?cb=20180528122832,Female,"Pre-Law Student;
Law School Student",https://vignette.wikia.nocookie.net/survivor/images/0/0c/S16_Eliza_Orlins.jpg/revision/latest?cb=20120616071440,16
Ozzy Lusth,26,Venice,CA,Micronesia,9,5,1,6,27,9,https://vignette.wikia.nocookie.net/survivor/images/1/15/S16_ozzy_t.png/revision/latest?cb=20180528122838,Male,"Waiter;
Photographer",https://vignette.wikia.nocookie.net/survivor/images/e/eb/S34_Ozzy_Cast_Photo1.jpg/revision/latest?cb=20170209005619,16
Jason Siska,22,Fox River Grove,IL,Micronesia,8,8,2,10,30,8,https://vignette.wikia.nocookie.net/survivor/images/a/a2/S16_jason_t.png/revision/latest?cb=20180528122834,Male,Gymnastics Coach,https://vignette.wikia.nocookie.net/survivor/images/1/1c/S16_Jason_Siska.jpg/revision/latest?cb=20120616071510,16
James Clement,30,Lafayette,LA,Micronesia,7,10,0,10,31,3,https://vignette.wikia.nocookie.net/survivor/images/c/c1/S16_james_t.png/revision/latest?cb=20180528122833,Male,Gravedigger,https://vignette.wikia.nocookie.net/survivor/images/7/7c/S20_James_Clement.jpg/revision/latest?cb=20120617040902,16
Alexis Jones,24,Beverly Hills,CA,Micronesia,6,8,1,9,33,2,https://vignette.wikia.nocookie.net/survivor/images/3/32/S16_alexis_t.png/revision/latest?cb=20180528122829,Female,Motivational Speaker,https://vignette.wikia.nocookie.net/survivor/images/3/32/S16_Alexis_Jones.jpg/revision/latest?cb=20120616071546,16
Erik Reichenbach,22,Ypsilanti,MI,Micronesia,5,3,5,8,36,7,https://vignette.wikia.nocookie.net/survivor/images/0/07/S16_erik_t.png/revision/latest?cb=20180528122832,Male,"Ice Cream Scooper;
Comic Book Artist",https://vignette.wikia.nocookie.net/survivor/images/d/df/S26_Erik_Reichenbach.jpg/revision/latest?cb=20130111144511,16
Natalie Bolton,32,West Hollywood,CA,Micronesia,4,8,0,8,37,3,https://vignette.wikia.nocookie.net/survivor/images/3/36/S16_natalie_t.png/revision/latest?cb=20180528122838,Female,Personal Trainer,https://vignette.wikia.nocookie.net/survivor/images/f/f4/S16_Natalie_Bolton.jpg/revision/latest?cb=20120616071900,16
Cirie Fields,37,Norwalk,CT,Micronesia,3rd,5,0,5,38,3,https://vignette.wikia.nocookie.net/survivor/images/b/b8/S16_cirie_t.png/revision/latest?cb=20180528122831,Female,Nurse,https://vignette.wikia.nocookie.net/survivor/images/0/00/S34_Cirie_Cast_Photo1.jpg/revision/latest?cb=20170209012632,16
Amanda Kimmel,23,Los Angeles,CA,Micronesia,2,5,3,8,39,4,https://vignette.wikia.nocookie.net/survivor/images/a/ae/S16_amanda_t.png/revision/latest?cb=20180528122830,Female,"Hiking Guide;
Aspiring Designer",https://vignette.wikia.nocookie.net/survivor/images/a/a8/S20_Amanda_Kimmel.jpg/revision/latest?cb=20120617041237,16
Parvati Shallow,25,Los Angeles,CA,Micronesia,1,10,1,11,39,4,https://vignette.wikia.nocookie.net/survivor/images/8/8f/S16_parvati_t.png/revision/latest?cb=20180528122839,Female,"Boxer;
Charity Organizer",https://vignette.wikia.nocookie.net/survivor/images/2/27/S20_Parvati_Shallow.jpg/revision/latest?cb=20120617041613,16
Michelle Chase,24,Los Angeles,CA,Gabon,18,0,0,0,3,8,https://vignette.wikia.nocookie.net/survivor/images/5/53/S17_michelle_t.png/revision/latest?cb=20180528135436,Female,Music Producer,https://vignette.wikia.nocookie.net/survivor/images/8/82/S17_Michelle_Chase.jpg/revision/latest?cb=20120616072248,17
Gillian Larson,61,Temecula,CA,Gabon,17,0,0,0,6,8,https://vignette.wikia.nocookie.net/survivor/images/9/9d/S17_gillian_t.png/revision/latest?cb=20180528135433,Female,Retired Nurse,https://vignette.wikia.nocookie.net/survivor/images/4/4c/S17_Gillian_Larson.jpg/revision/latest?cb=20120616072302,17
Paloma Soto-Castillo,23,Downey,CA,Gabon,16,3,0,3,9,7,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S17_paloma_t.png/revision/latest?cb=20180528135437,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/1/12/S17_Paloma_Soto-Castillo.jpg/revision/latest?cb=20120616072308,17
Jacquie Berg,25,Santa Barbara,CA,Gabon,15,3,0,3,12,5,https://vignette.wikia.nocookie.net/survivor/images/e/e3/S17_jacquie_t.png/revision/latest?cb=20180528135434,Female,Medical Sales,https://vignette.wikia.nocookie.net/survivor/images/b/b6/S17_Jacquie_Berg.jpg/revision/latest?cb=20120616072328,17
G.C. Brown,25,Portland,OR,Gabon,14,2,1,3,15,6,https://vignette.wikia.nocookie.net/survivor/images/d/d2/S17_gc_t.png/revision/latest?cb=20180528135433,Male,Maintenance Man,https://vignette.wikia.nocookie.net/survivor/images/7/73/S17_G.C._Brown.jpg/revision/latest?cb=20120616072502,17
Kelly Czarnecki,22,Buffalo Grove,IL,Gabon,13,3,0,3,18,8,https://vignette.wikia.nocookie.net/survivor/images/7/72/S17_kelly_t.png/revision/latest?cb=20180528135434,Female,Retail Sales,https://vignette.wikia.nocookie.net/survivor/images/6/6c/S17_Kelly_Czarnecki.jpg/revision/latest?cb=20120616072518,17
Ace Gordon,27,Naples,FL,Gabon,12,3,0,3,21,5,https://vignette.wikia.nocookie.net/survivor/images/f/f2/S17_ace_t.png/revision/latest?cb=20180528135429,Male,Jewelry Sales and Photographer,https://vignette.wikia.nocookie.net/survivor/images/9/93/S17_Ace_Gordon.jpg/revision/latest?cb=20120616072534,17
Dan Kay,32,Boston,MA,Gabon,11,8,0,8,21,4,https://vignette.wikia.nocookie.net/survivor/images/1/16/S17_dan_t.png/revision/latest?cb=20180528135432,Male,Lawyer,https://vignette.wikia.nocookie.net/survivor/images/0/05/S17_Dan_Kay.jpg/revision/latest?cb=20120616072551,17
Marcus Lehman,28,Atlanta,GA,Gabon,10,9,2,11,24,3,https://vignette.wikia.nocookie.net/survivor/images/4/49/S17_marcus_t.png/revision/latest?cb=20180528135435,Male,Doctor,https://vignette.wikia.nocookie.net/survivor/images/7/79/S17_Marcus_Lehman.jpg/revision/latest?cb=20120616072809,17
Charlie Herschel,29,New York City,NY,Gabon,9,11,0,11,27,5,https://vignette.wikia.nocookie.net/survivor/images/3/35/S17_charlie_t.png/revision/latest?cb=20180528135430,Male,Lawyer,https://vignette.wikia.nocookie.net/survivor/images/1/15/S17_Charlie_Herschel.jpg/revision/latest?cb=20120616072825,17
Randy Bailey,49,Eagle Rock,MO,Gabon,8,10,0,10,30,5,https://vignette.wikia.nocookie.net/survivor/images/6/64/S17_randy_t.png/revision/latest?cb=20180528135437,Male,Wedding Videographer,https://vignette.wikia.nocookie.net/survivor/images/b/b5/S20_Randy_Bailey.jpg/revision/latest?cb=20180528182824,17
Corinne Kaplan,29,Los Angeles,CA,Gabon,7,11,0,11,33,4,https://vignette.wikia.nocookie.net/survivor/images/c/c5/S17_corinne_t.png/revision/latest?cb=20180528135431,Female,"Pharmaceutical Sales;
Clinical Consultant",https://vignette.wikia.nocookie.net/survivor/images/1/12/S26_Corinne_Kaplan.jpg/revision/latest?cb=20130111144511,17
Crystal Cox,29,Durham,NC,Gabon,6,2,0,2,36,11,https://vignette.wikia.nocookie.net/survivor/images/a/ad/S17_crystal_t.png/revision/latest?cb=20180528135432,Female,Former Olympic Athlete,https://vignette.wikia.nocookie.net/survivor/images/7/7a/S17_Crystal_Cox.jpg/revision/latest?cb=20120616072905,17
Ken Hoang,22,Westminister,CA,Gabon,5,2,1,3,37,7,https://vignette.wikia.nocookie.net/survivor/images/5/51/S17_ken_t.png/revision/latest?cb=20180528135435,Male,Professional Gamer,https://vignette.wikia.nocookie.net/survivor/images/e/e6/S17_Ken_Hoang.jpg/revision/latest?cb=20120616073117,17
Matty Whitmore,29,Pacific Palisades,CA,Gabon,4,4,0,4,38,7,https://vignette.wikia.nocookie.net/survivor/images/e/e1/S17_matty_t.png/revision/latest?cb=20180528135436,Male,Personal Trainer,https://vignette.wikia.nocookie.net/survivor/images/1/11/S17_Matty_Whitmore.jpg/revision/latest?cb=20120616073133,17
Sugar Kiper,29,Brooklyn,NY,Gabon,3,5,0,5,39,0,https://vignette.wikia.nocookie.net/survivor/images/a/a8/S17_sugar_t.png/revision/latest?cb=20180528135438,Female,Pin-Up Model,https://vignette.wikia.nocookie.net/survivor/images/5/5f/S20_Sugar_Kiper.jpg/revision/latest?cb=20120617040456,17
Susie Smith,47,Charles City,IA,Gabon,2,8,2,10,39,7,https://vignette.wikia.nocookie.net/survivor/images/6/6c/S17_susie_t.png/revision/latest?cb=20180528135439,Female,Hairdresser,https://vignette.wikia.nocookie.net/survivor/images/3/3c/S17_Susie_Smith.jpg/revision/latest?cb=20121004211207,17
Bob Crowley,57,Portland,ME,Gabon,1,9,5,14,39,2,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S17_bob_t.png/revision/latest?cb=20180528135430,Male,Physics Teacher,https://vignette.wikia.nocookie.net/survivor/images/6/6e/S17_Bob_Crowley.jpg/revision/latest?cb=20120616073213,17
Carolina Eastwood,26,West Hollywood,CA,Tocantins,16,0,NA,0,3,7,https://vignette.wikia.nocookie.net/survivor/images/1/1e/S18_carolina_t.png/revision/latest?cb=20180528152817,Female,Bartender,https://vignette.wikia.nocookie.net/survivor/images/c/cc/S18_Carolina_Eastwood.jpg/revision/latest?cb=20120617033610,18
Candace Smith,31,Los Angeles,CA,Tocantins,15,1,NA,1,6,7,https://vignette.wikia.nocookie.net/survivor/images/f/fa/S18_candace_t.png/revision/latest?cb=20180528152817,Female,Attorney,https://vignette.wikia.nocookie.net/survivor/images/0/0c/S18_Candace_Smith.jpg/revision/latest?cb=20120617033640,18
Jerry Sims,49,Rock Hill,SC,Tocantins,14,1,NA,1,9,6,https://vignette.wikia.nocookie.net/survivor/images/0/08/S18_jerry_t.png/revision/latest?cb=20180528152819,Male,Sgt - U.S. Army,https://vignette.wikia.nocookie.net/survivor/images/9/9e/S18_Jerry_Sims.jpg/revision/latest?cb=20120617033655,18
Sandy Burgin,53,Louisville,KY,Tocantins,13,4,NA,4,12,6,https://vignette.wikia.nocookie.net/survivor/images/2/2f/S18_sandy_t.png/revision/latest?cb=20180528152821,Female,Bus Driver,https://vignette.wikia.nocookie.net/survivor/images/3/38/S18_Sandy_Burgin.jpg/revision/latest?cb=20120617033705,18
Spencer Duhm,18,Gainesville,FL,Tocantins,12,5,NA,5,15,5,https://vignette.wikia.nocookie.net/survivor/images/2/2f/S18_spencer_t.png/revision/latest?cb=20180528152822,Male,Student,https://vignette.wikia.nocookie.net/survivor/images/d/db/S18_Spencer_Duhm.jpg/revision/latest?cb=20120617033853,18
Sydney Wheeler,24,San Diego,CA,Tocantins,11,5,NA,5,18,4,https://vignette.wikia.nocookie.net/survivor/images/8/8b/S18_sydney_t.png/revision/latest?cb=20180528152823,Female,Model,https://vignette.wikia.nocookie.net/survivor/images/1/1d/S18_Sydney_Wheeler.jpg/revision/latest?cb=20120617033903,18
Joe Dowdle,26,Austin,TX,Tocantins,10,5,0,5,20,1,https://vignette.wikia.nocookie.net/survivor/images/b/bd/S18_joe_t.png/revision/latest?cb=20180528152820,Male,Real Estate Sales,https://vignette.wikia.nocookie.net/survivor/images/8/83/S18_Joe_Dowdle.jpg/revision/latest?cb=20120617033911,18
Brendan Synnott,30,Vail,CO,Tocantins,9,5,1,6,24,4,https://vignette.wikia.nocookie.net/survivor/images/e/e6/S18_brendan_t.png/revision/latest?cb=20180528152816,Male,Entrepreneur,https://vignette.wikia.nocookie.net/survivor/images/5/5b/S18_Brendan_Synnott.jpg/revision/latest?cb=20120617033927,18
Tyson Apostol,29,Heber City,UT,Tocantins,8,5,3,8,27,5,https://vignette.wikia.nocookie.net/survivor/images/d/db/S18_tyson_t.png/revision/latest?cb=20180528152824,Male,"Former Professional Cyclist/Missionary
Shop Manager",https://vignette.wikia.nocookie.net/survivor/images/c/c4/S27_Tyson_Apostol.jpg/revision/latest?cb=20130821173801,18
Sierra Reed,23,Los Angeles,CA,Tocantins,7,5,0,5,30,11,https://vignette.wikia.nocookie.net/survivor/images/9/9f/S18_sierra_t.png/revision/latest?cb=20180528152822,Female,Model,https://vignette.wikia.nocookie.net/survivor/images/6/61/S18_Sierra_Reed.jpg/revision/latest?cb=20120617034141,18
Debbie Beebe,46,Auburn,AL,Tocantins,6,5,3,8,33,6,https://vignette.wikia.nocookie.net/survivor/images/1/1f/S18_debbie_t.png/revision/latest?cb=20180528152818,Female,Middle School Principal,https://vignette.wikia.nocookie.net/survivor/images/e/e6/S18_Debbie_Beebe.jpg/revision/latest?cb=20120617034159,18
Coach Wade,37,Bolivar,MO,Tocantins,5,5,1,6,36,6,https://vignette.wikia.nocookie.net/survivor/images/f/f6/S18_coach_t.png/revision/latest?cb=20180528152818,Male,Soccer Coach/Musician,https://vignette.wikia.nocookie.net/survivor/images/2/26/S23_Coach_Wade.jpg/revision/latest?cb=20120617045445,18
Taj Johnson-George,37,Nashville,TN,Tocantins,4,5,0,5,37,7,https://vignette.wikia.nocookie.net/survivor/images/2/22/S18_taj_t.png/revision/latest?cb=20180528152824,Female,Former Pop Star,https://vignette.wikia.nocookie.net/survivor/images/6/63/S18_Taj_Johnson-George.jpg/revision/latest?cb=20120617034446,18
Erinn Lobdell,26,Milwaukee,WI,Tocantins,3rd,5,1,6,38,5,https://vignette.wikia.nocookie.net/survivor/images/4/4e/S18_erinn_t.png/revision/latest?cb=20180528152819,Female,Hairstylist,https://vignette.wikia.nocookie.net/survivor/images/c/c6/S18_Erinn_Lobdell.jpg/revision/latest?cb=20120617034500,18
Stephen Fishbach,29,New York City,NY,Tocantins,2,5,2,7,39,1,https://vignette.wikia.nocookie.net/survivor/images/c/cc/S18_stephen_t.png/revision/latest?cb=20180528152823,Male,Corporate Consultant,https://vignette.wikia.nocookie.net/survivor/images/8/82/S31_Stephen_Fishbach.jpg/revision/latest?cb=20150825195151,18
J.T. Thomas,24,Mobile,AL,Tocantins,1,5,6,11,39,0,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S18_jt_t.png/revision/latest?cb=20180528152821,Male,Cattle Rancher,https://vignette.wikia.nocookie.net/survivor/images/1/1b/S34_JT_Cast_Photo1.jpg/revision/latest?cb=20170208232827,18
Marisa Calihan,26,Cincinnati,OH,Samoa,20,1,NA,1,3,7,https://vignette.wikia.nocookie.net/survivor/images/4/46/S19_marisa_t.png/revision/latest?cb=20180528164432,Female,Student,https://vignette.wikia.nocookie.net/survivor/images/c/c9/S19_Marisa_Calihan.jpg/revision/latest?cb=20120617034904,19
Mike Borassi,62,Marina del Rey,CA,Samoa,19,1,NA,1,5,0,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S19_mike_t.png/revision/latest?cb=20180528164433,Male,Personal Chef,https://vignette.wikia.nocookie.net/survivor/images/4/4d/S19_Mike_Borassi.jpg/revision/latest?cb=20120617034912,19
Betsy Bolan,48,Campton,NH,Samoa,18,1,NA,1,6,7,https://vignette.wikia.nocookie.net/survivor/images/d/d9/S19_betsy_t.png/revision/latest?cb=20180528164426,Female,Police Officer,https://vignette.wikia.nocookie.net/survivor/images/3/3b/S19_Betsy_Bolan.jpg/revision/latest?cb=20120617034920,19
Ben Browning,28,Los Angeles,CA,Samoa,17,1,NA,1,8,7,https://vignette.wikia.nocookie.net/survivor/images/f/f5/S19_ben_t.png/revision/latest?cb=20180528164426,Male,Bar Manager,https://vignette.wikia.nocookie.net/survivor/images/1/15/S19_Ben_Browning.jpg/revision/latest?cb=20120617034927,19
Yasmin Giles,33,Los Angeles,CA,Samoa,16,4,NA,4,11,8,https://vignette.wikia.nocookie.net/survivor/images/3/39/S19_yasmin_t.png/revision/latest?cb=20180528164437,Female,Hairstylist,https://vignette.wikia.nocookie.net/survivor/images/d/d6/S19_Yasmin_Giles.jpg/revision/latest?cb=20120617034936,19
Ashley Trainer,22,Maple Grove,MN,Samoa,15,2,NA,2,14,9,https://vignette.wikia.nocookie.net/survivor/images/6/62/S19_ashley_t.png/revision/latest?cb=20180528164425,Female,Spa Sales,https://vignette.wikia.nocookie.net/survivor/images/8/81/S19_Ashley_Trainer.jpg/revision/latest?cb=20120617035208,19
Russell Swan,42,Glenside,PA,Samoa,14,6,NA,6,15,0,https://vignette.wikia.nocookie.net/survivor/images/c/cd/S19_russells_t.png/revision/latest?cb=20180528164435,Male,Attorney,https://vignette.wikia.nocookie.net/survivor/images/1/1e/S25_Russell_Swan.jpg/revision/latest?cb=20120822163701,19
Liz Kim,33,New York City,NY,Samoa,13,2,NA,2,18,5,https://vignette.wikia.nocookie.net/survivor/images/5/52/S19_liz_t.png/revision/latest?cb=20180528164431,Female,Urban Planner,https://vignette.wikia.nocookie.net/survivor/images/f/f9/S19_Liz_Kim.jpg/revision/latest?cb=20120617035215,19
Erik Cardona,28,Los Angeles,CA,Samoa,12,8,0,8,21,10,https://vignette.wikia.nocookie.net/survivor/images/6/69/S19_erik_t.png/revision/latest?cb=20180528164428,Male,Bartender,https://vignette.wikia.nocookie.net/survivor/images/2/27/S19_Erik_Cardona.jpg/revision/latest?cb=20120617035226,19
Kelly Sharbaugh,25,San Diego,CA,Samoa,11,8,1,9,24,4,https://vignette.wikia.nocookie.net/survivor/images/2/2e/S19_kelly_t.png/revision/latest?cb=20180528164430,Female,Hairstylist,https://vignette.wikia.nocookie.net/survivor/images/6/67/S19_Kelly_Sharbaugh.jpg/revision/latest?cb=20120617035237,19
Laura Morett,39,Salem,OR,Samoa,10,8,3,11,27,10,https://vignette.wikia.nocookie.net/survivor/images/f/fb/S19_laura_t.png/revision/latest?cb=20180528164430,Female,"Office Manager;
Fitness Instructor",https://vignette.wikia.nocookie.net/survivor/images/b/b7/S27_Laura_Morett.jpg/revision/latest?cb=20130821173546,19
John Fincher,25,Santa Monica,CA,Samoa,9,8,2,10,30,7,https://vignette.wikia.nocookie.net/survivor/images/0/0a/S19_john_t.png/revision/latest?cb=20180528164429,Male,Rocket Scientist,https://vignette.wikia.nocookie.net/survivor/images/d/d8/S19_John_Fincher.jpg/revision/latest?cb=20120617035559,19
Dave Ball,38,Los Angeles,CA,Samoa,8,8,2,10,31,8,https://vignette.wikia.nocookie.net/survivor/images/9/9f/S19_dave_t.png/revision/latest?cb=20180528164427,Male,Fitness Instructor,https://vignette.wikia.nocookie.net/survivor/images/8/80/S19_Dave_Ball.jpg/revision/latest?cb=20120617035612,19
Monica Padilla,25,San Diego,CA,Samoa,7,8,1,9,33,7,https://vignette.wikia.nocookie.net/survivor/images/4/48/S19_monica_t.png/revision/latest?cb=20180528164434,Female,Law Student,https://vignette.wikia.nocookie.net/survivor/images/7/77/S31_Monica_Padilla.jpg/revision/latest?cb=20150825193823,19
Shambo Waters,45,Renton,WA,Samoa,6,8,2,10,36,6,https://vignette.wikia.nocookie.net/survivor/images/6/65/S19_shambo_t.png/revision/latest?cb=20180528164436,Female,Sales,https://vignette.wikia.nocookie.net/survivor/images/8/81/S19_Shambo_Waters.jpg/revision/latest?cb=20120617035623,19
Jaison Robinson,28,Chicago,IL,Samoa,5,2,3,5,37,7,https://vignette.wikia.nocookie.net/survivor/images/d/dd/S19_jaison_t.png/revision/latest?cb=20180528164429,Male,Law Student,https://vignette.wikia.nocookie.net/survivor/images/d/d5/S19_Jaison_Robinson.jpg/revision/latest?cb=20120617040028,19
